coordinate	CB45_CPT0H.sorted.dedup.bam	CB45_CPT2H.sorted.dedup.bam	CB45_CPT4H.sorted.dedup.bam	CEM_CPT0H.sorted.dedup.bam	CEM_CPT2H.sorted.dedup.bam	CEM_CPT4H.sorted.dedup.bam
chr15:56285347-56286139	4.169049	5.183413	3.466872	3.156566	9.251166	10.487529
chr15:56335159-56336073	1.445027	1.190065	1.260987	1.400438	1.325534	1.830929
chr15:56535396-56536936	2.830189	3.577125	2.498349	1.818182	6.468531	7.195866
chr15:56537907-56538484	2.223603	3.466204	1.879975	2.183709	6.299160	8.417925
chr15:56619948-56620153	1.748734	2.909714	0.578752	1.658537	2.345216	1.991040
chr15:56657322-56657980	2.838791	2.479603	1.854619	1.063830	4.413140	4.404193
chr15:56757191-56757673	4.423393	5.386911	2.742809	2.572614	6.303862	8.468118
chr15:56788902-56789136	1.128850	0.899685	0.434594	1.282051	2.629849	2.965289
chr15:56825040-56825183	1.451379	2.208318	1.777883	1.818182	3.227541	0.856287
chr15:56829968-56830583	3.558828	3.337612	3.196913	2.471545	4.909318	5.110337
chr15:56906037-56906430	2.064429	2.365966	1.768232	1.730280	3.376395	2.025238
chr15:57017529-57017883	1.758874	1.486768	0.813942	0.564972	1.032160	1.210654
chr15:57025174-57025904	2.817265	3.076184	2.089622	2.191781	6.243414	7.240705
chr15:57072571-57072894	1.810853	2.661452	1.364328	2.600619	2.560133	2.400960
chr15:57179154-57179856	4.434768	5.298146	3.838910	3.019943	11.231646	15.262514
chr15:57186872-57187267	2.818247	1.598934	2.874919	1.873418	3.602726	2.789977
chr15:57210171-57210479	1.347709	1.651857	1.540832	1.948052	2.559940	3.246753
chr15:57210493-57212102	2.579828	3.358303	2.338541	1.615911	6.250896	7.978083
chr15:57224035-57224954	1.396103	1.145410	1.364785	0.696409	2.636645	2.553796
chr15:57425412-57425660	1.749848	1.697793	2.665391	0.322581	0.775434	0.987492
chr15:57616043-57616857	6.675629	6.099401	4.060300	4.717444	8.788509	12.560798
chr15:57624711-57624956	2.926453	3.866810	1.729505	3.020408	3.375196	4.748022
chr15:57933265-57933792	0.644445	0.932122	1.093494	0.303605	1.496132	2.168609
chr15:57998583-57999361	2.352427	2.728544	2.374624	1.928020	6.599762	6.977598
chr15:58055547-58055712	3.544883	2.020202	2.054443	1.212121	2.097902	1.607916
chr15:58059606-58060083	2.017325	2.059657	2.096436	1.467505	1.572327	1.026826
chr15:58069159-58069646	3.021967	3.206167	3.863154	2.217659	2.843153	3.939153
chr15:58160289-58160856	1.663838	1.547078	1.823454	2.257496	2.815086	2.735486
chr15:58306070-58306825	3.098838	2.951086	2.424515	1.509934	3.082017	2.892283
chr15:58358424-58359108	1.241311	2.180158	1.610665	0.438596	1.405758	1.402315
chr15:58624010-58624812	3.199548	2.931268	3.022106	1.695761	2.613658	4.427706
chr15:58650117-58650647	3.025988	2.449520	1.822833	1.056604	5.224964	4.274163
chr15:58655333-58655736	1.638654	1.828392	1.514068	0.992556	0.858943	0.962171
chr15:58702607-58702922	0.958371	1.559454	2.206080	1.015873	2.442003	3.433755
chr15:58756200-58756641	3.936166	5.291005	2.920942	3.219954	5.058434	4.581424
chr15:58765089-58766035	1.974550	2.485071	1.576665	1.268499	2.886648	2.502481
chr15:58843504-58844192	3.098947	3.365973	2.611352	1.424419	3.214445	2.402705
chr15:59041285-59042488	4.767954	5.658369	4.156276	3.640898	11.078074	17.049213
chr15:59063033-59063961	4.655986	5.142166	4.036382	4.116380	11.915618	16.207777
chr15:59225276-59226281	5.913827	6.790608	4.199342	4.218905	12.342135	15.615799
chr15:59279509-59280448	2.109832	2.410179	2.093825	1.980831	4.648972	7.259133
chr15:59397012-59397876	3.799790	3.187947	2.667922	2.500000	6.744124	10.038737
chr15:59730182-59730536	3.517748	2.973536	2.776980	2.033898	5.595393	5.995618
chr15:59949356-59950044	3.318341	4.283966	3.104060	3.575581	9.447674	13.170383
chr15:59980954-59982226	3.708318	4.206665	2.971432	3.097484	9.101355	11.904762
chr15:60044061-60044281	2.144082	2.791069	0.847458	1.363636	3.146853	3.061224
chr15:60084086-60084963	3.980121	3.280722	2.570396	2.805017	4.188229	4.537733
chr15:60095704-60096323	2.651873	3.486098	1.889324	2.617124	4.535852	4.154166
chr15:60104573-60105205	2.209219	1.832112	1.662733	1.518987	3.529698	2.454146
chr15:60106520-60107259	3.804223	3.086200	2.752230	2.138024	6.453627	4.418547
chr15:60131086-60131245	1.542660	2.427452	1.172583	0.503145	1.209482	0.898473
chr15:60209861-60210136	2.469983	2.169059	1.232666	1.672727	3.006993	3.487941
chr15:60211522-60212078	1.425275	1.830115	1.950981	0.719424	1.452684	1.725150
chr15:60268603-60269251	3.319357	3.925709	3.557230	3.117284	5.935423	6.739733
chr15:60288882-60289789	2.704333	3.326950	1.607086	2.116869	4.728182	5.557681
chr15:60296139-60296463	3.843466	2.923977	2.720234	1.419753	4.926401	4.724112
chr15:60298403-60298912	4.077548	2.585048	2.397522	1.768173	6.422850	5.011828
chr15:60322241-60322394	0.616599	2.407981	0.664673	0.392157	0.377074	0.400160
chr15:60336284-60336549	1.708793	1.919894	1.151263	0.754717	3.846154	1.694263
chr15:60336757-60337319	1.544350	1.685709	1.658725	1.423488	1.984670	2.178807
chr15:60369972-60370404	2.620545	2.233593	1.255493	1.342593	1.691595	2.031368
chr15:60419467-60420224	2.517385	2.201673	1.455343	1.611625	2.286353	3.342949
chr15:60681661-60681804	5.805515	4.784689	2.370511	1.958042	3.765465	3.425146
chr15:60689588-60691103	2.677626	3.601413	2.998266	2.099010	6.321402	8.095912
chr15:60770836-60771859	3.006326	3.584229	2.485213	2.209189	8.102113	12.508229
chr15:60799993-60800605	1.171538	0.802660	0.553894	0.980392	1.822524	2.400960
chr15:60872907-60873303	1.619973	1.949318	2.525253	1.414141	2.719503	3.762111
chr15:60875772-60875926	0.735114	0.683527	0.660357	1.168831	0.749251	1.325205
chr15:60878139-60878390	0.826881	0.908646	0.405159	0.637450	2.298498	2.601838
chr15:60884138-60885100	2.353587	3.009082	2.325663	2.286902	6.676795	6.555221
chr15:60942118-60942486	1.179245	2.479024	1.151437	1.304348	1.149666	0.998225
chr15:61136708-61137167	2.589715	2.331537	2.732543	2.396514	4.650578	4.535148
chr15:62126271-62126429	1.074755	0.666222	1.716370	1.139240	0.730282	2.454146
chr15:62348708-62349319	4.137974	4.479283	3.384283	4.091653	9.757019	9.452554
chr15:62352281-62353327	5.086763	5.350374	3.953722	3.537285	10.203707	14.008662
chr15:62421107-62421624	3.977957	3.427330	2.753828	2.011606	3.050141	3.000039
chr15:62456917-62457455	1.017044	0.913063	0.976624	0.669145	1.680011	1.593202
chr15:62546628-62546756	1.916273	5.071271	1.191737	1.875000	3.155048	4.783163
chr15:62682411-62683284	2.139662	2.130182	1.572602	1.099656	3.987135	4.745541
chr15:63034545-63034768	1.099924	0.944064	0.456031	0.269058	0.948603	1.647296
chr15:63340292-63341079	3.404378	4.815087	4.264209	3.354511	6.793080	10.139253
chr15:63341080-63341266	0.710083	1.603471	2.186987	1.612903	2.584781	1.536098
chr15:63413904-63414862	2.560365	3.662601	2.777679	3.173278	7.407259	10.438413
chr15:63415578-63416170	2.549720	3.230204	2.175905	2.635135	4.840177	5.929399
chr15:63449371-63450131	2.234360	2.446907	1.338091	1.763158	4.073886	4.806660
chr15:63481373-63482017	4.980663	5.611856	4.184651	4.285714	12.153607	18.982126
chr15:63484280-63484614	3.445938	3.466751	3.044758	2.754491	7.657762	7.210070
chr15:63569292-63570056	2.988245	3.742996	2.462508	2.801047	7.173781	9.883534
chr15:63661553-63661712	4.865314	5.075582	2.558363	1.635220	2.781810	2.695418
chr15:63729250-63729439	1.697115	0.742597	1.434849	1.164021	2.238502	2.915452
chr15:63771825-63772328	1.988072	2.581005	1.617414	0.994036	1.911607	3.489268
chr15:63789951-63790418	2.181730	2.103760	1.850978	2.055675	3.006094	3.233842
chr15:63796104-63797526	2.972162	4.244084	3.158597	2.222222	5.639403	8.955481
chr15:63892823-63893712	2.695418	3.453516	2.173457	1.912261	3.893744	4.568306
chr15:63902504-63902751	0.840272	0.923361	0.754821	0.890688	3.036437	2.065604
chr15:64125614-64126620	2.119359	2.668201	1.600566	1.630219	5.103991	6.613380
chr15:64152365-64152746	3.070371	2.808859	2.268784	2.204724	3.230365	4.070920
chr15:64184786-64185472	1.705264	2.685285	2.297771	2.740525	3.139717	4.492176
chr15:64303014-64303264	3.622642	4.842105	3.593220	2.560000	3.769231	3.836735
chr15:64338558-64338852	3.529714	2.207901	2.363657	2.448980	3.466771	3.817854
chr15:64385959-64386578	4.297863	6.377008	3.313162	3.554119	10.780416	9.923840
chr15:64387824-64388490	2.634710	3.556188	2.773961	2.582583	8.662509	10.326653
chr15:64443753-64444310	2.337319	2.960723	2.160485	1.651706	2.831101	4.836405
chr15:64454981-64455755	6.776852	7.615939	6.262865	5.193799	15.876565	23.545853
chr15:64648087-64648780	4.601269	4.531531	3.815393	3.578643	9.324010	14.017728
chr15:64673237-64674086	3.066871	4.277478	3.174223	2.968198	9.558757	15.384246
chr15:64679742-64680231	3.395455	2.977792	1.941007	2.617587	7.196791	9.265056
chr15:64722498-64722959	2.946834	2.321422	2.095665	1.431670	5.965293	6.640400
chr15:64752487-64753389	1.631594	2.489594	1.334135	1.685144	3.198022	4.615593
chr15:64753744-64753934	1.290963	1.569714	1.427297	1.368421	2.631579	3.759399
chr15:64795740-64796051	1.638051	1.410278	1.089978	1.093248	1.793223	2.427981
chr15:64914937-64915387	1.383648	2.339181	1.092279	0.933333	2.564103	2.675737
chr15:64995176-64995778	3.667022	4.109110	3.547497	3.322259	7.826476	11.085498
chr15:65117499-65118292	3.449999	3.429128	2.671682	2.522068	8.366476	13.845639
chr15:65127879-65128353	3.184460	4.626545	3.575771	3.291139	9.655955	13.433222
chr15:65133515-65134352	6.199139	5.030498	4.373975	4.086021	12.269093	17.043377
chr15:65185996-65187179	4.386035	6.436209	5.186470	4.006763	11.411666	14.163231
chr15:65281808-65282565	4.386730	4.565575	3.336095	3.170409	9.018392	15.043268
chr15:65321516-65322240	2.970917	2.641272	2.621968	1.850829	5.126434	6.849701
chr15:65341738-65342010	2.844062	3.676471	3.489531	2.279412	7.706448	12.830132
chr15:65425387-65426482	1.809253	2.162941	1.454996	1.296804	4.179838	4.491660
chr15:65477313-65478112	3.990838	3.864480	3.712267	3.704631	9.458939	13.997087
chr15:65578749-65579530	4.904211	5.570905	4.600794	3.252241	14.429233	15.260393
chr15:65588110-65589139	2.897115	3.000699	2.157764	1.885326	10.708678	11.344480
chr15:65592643-65592983	2.386237	2.786378	1.694915	1.352941	8.427602	13.625450
chr15:65596691-65598022	2.424053	2.715278	2.215742	2.268971	11.457551	13.186341
chr15:65677551-65677872	1.880915	1.420998	1.056022	1.495327	1.617541	0.826499
chr15:65677890-65678155	1.993592	1.324065	1.918772	1.132076	2.467344	3.927609
chr15:65809540-65810379	3.328311	3.241118	3.595887	2.693683	6.715871	9.340566
chr15:65822474-65823364	2.713589	2.424601	2.037707	2.134831	5.121003	6.695712
chr15:65887159-65887298	0.135740	2.019437	0.609682	0.287770	0.000000	0.293643
chr15:65903118-65903892	2.998391	3.490639	2.605877	3.178294	7.279865	10.995096
chr15:66084018-66085038	5.752867	6.535948	5.417082	4.215686	13.178733	20.528212
chr15:66120740-66121036	0.892402	0.237079	0.572607	0.675676	1.559252	0.689465
chr15:66125270-66125437	2.485595	2.416220	2.131331	4.550899	2.533395	3.910547
chr15:66161390-66162333	5.462294	5.990586	3.684598	3.944857	10.441309	16.577574
chr15:66274412-66274818	4.321963	3.932244	2.630041	1.822660	5.115574	5.680105
chr15:66408005-66408488	4.570491	5.121500	4.000421	1.863354	2.667622	3.422487
chr15:66562122-66562302	1.362683	2.729045	2.354049	0.777778	2.029914	1.587301
chr15:66585602-66586597	3.944249	4.284581	2.793629	2.994975	6.088133	7.260794
chr15:66648549-66649481	3.178395	3.313004	2.855168	2.081545	6.891713	8.671280
chr15:66662387-66662821	3.130163	2.829655	1.601187	1.797235	3.899327	3.056522
chr15:66678793-66679638	5.626884	6.145541	5.215124	4.591716	10.650887	16.495592
chr15:66703655-66703828	3.162831	3.143697	1.567552	2.080925	2.556692	1.887460
chr15:66789880-66790484	3.904786	3.543628	3.227074	2.781457	5.699185	8.953913
chr15:66796929-66797939	1.756025	1.962828	1.678134	1.722772	5.978675	5.637503
chr15:66965889-66966163	2.478997	1.792803	1.608314	1.751825	3.298709	5.437212
chr15:66993230-66994698	5.179682	5.126918	4.098739	4.032698	10.257283	15.375632
chr15:67013451-67014047	2.595922	2.737549	2.417245	2.248322	1.806918	1.677852
chr15:67143585-67143894	2.503511	2.498155	3.236246	1.747573	3.796366	4.557163
chr15:67196088-67196483	1.480774	1.288030	0.901094	1.670886	1.850049	3.513304
chr15:67357724-67358298	2.136612	2.903601	1.564991	2.020906	5.997052	7.573064
chr15:67390862-67391133	1.601337	2.201075	0.750516	1.476015	1.348283	1.506137
chr15:67426721-67427064	1.870290	0.971817	2.025992	1.341108	2.466921	2.260963
chr15:67439532-67439689	0.600889	2.905352	2.051171	1.783439	1.102401	3.639672
chr15:67546586-67547413	4.220757	3.818494	3.443117	3.240628	8.906148	12.388025
chr15:67701661-67701923	2.304479	2.611490	1.746668	0.992366	3.890194	4.128369
chr15:67813336-67814225	4.435766	4.124485	3.050466	2.429696	6.424677	7.575583
chr15:67834336-67835399	1.419976	1.930980	1.148014	1.655692	3.165931	3.974120
chr15:67983267-67983564	1.715266	2.599091	1.940307	1.616162	3.108003	3.504432
chr15:68050891-68051282	2.509289	2.378068	2.167411	2.506394	4.278969	1.565844
chr15:68075682-68076265	2.718534	3.520809	2.383929	2.024014	5.112812	4.795743
chr15:68076489-68077245	2.770290	2.274204	1.524527	1.560847	2.645503	2.969442
chr15:68132096-68133012	3.378100	3.332567	2.516468	2.292577	5.647464	9.156939
chr15:68155865-68156186	1.528243	2.732688	2.006442	2.305296	3.235082	3.941764
chr15:68176968-68177361	3.792789	5.089058	3.018933	2.188295	3.474261	3.427325
chr15:68238614-68238784	1.220866	2.270382	1.894317	1.411765	1.244344	2.521008
chr15:68238875-68239374	2.117442	0.808635	1.494514	1.162325	2.004008	1.635925
chr15:68346434-68347227	4.021033	5.265370	2.885417	2.824716	8.924241	11.761073
chr15:68502187-68502339	2.482622	3.578024	2.899197	2.500000	2.024292	2.551020
chr15:68521506-68522513	5.302505	6.271886	4.359315	3.694141	11.343672	15.341589
chr15:68549332-68549633	2.570050	2.681122	1.632975	1.196013	1.916688	2.847651
chr15:68569770-68570937	3.750950	3.487725	3.195213	2.742074	6.723353	8.848783
chr15:68852076-68852221	1.691607	1.088929	2.104033	1.931034	3.183024	5.489092
chr15:69083826-69084368	2.158324	1.942125	1.219588	1.549816	4.151291	5.497402
chr15:69104402-69104698	3.633350	3.793267	1.603298	2.229730	4.222973	2.826807
chr15:69110042-69111092	3.090746	2.840435	2.841001	2.685714	5.531136	6.550049
chr15:69112991-69113713	3.005279	4.616805	4.366402	3.074792	9.828468	15.150660
chr15:69122616-69122798	1.969728	2.891845	2.048799	0.549451	2.007608	3.027585
chr15:69126399-69126754	3.879883	3.706450	3.198854	2.422535	5.092091	2.931877
chr15:69137411-69137737	2.315083	1.668281	1.351773	0.858896	1.238792	0.751221
chr15:69452540-69453301	3.495897	3.550269	3.942182	2.470434	7.530578	9.600687
chr15:69690199-69690477	1.493145	1.262148	1.950981	1.079137	1.383509	2.789605
chr15:69706423-69707215	2.525253	2.923977	2.824859	2.525253	7.114414	10.204082
chr15:69744618-69745841	3.070087	3.155886	2.300539	2.714636	11.415812	16.887213
chr15:69754904-69755465	3.060572	4.127967	2.809753	1.782531	8.055670	8.694386
chr15:69760543-69761387	4.068676	3.450570	2.831553	1.966825	5.992527	5.585647
chr15:69768322-69768466	2.096436	0.974659	0.823917	1.388889	1.201923	2.692744
chr15:70006591-70006823	4.391672	4.310345	2.995324	2.500000	3.564324	3.958480
chr15:70011883-70012077	3.501264	1.718213	2.271536	1.855670	3.072958	5.259836
chr15:70040941-70041146	0.368155	1.198117	0.826788	0.390244	0.562852	1.493280
chr15:70047969-70048133	2.991256	3.744116	2.893758	2.560976	7.035647	6.097561
chr15:70051421-70051706	3.310162	4.863035	4.222420	4.771930	12.348179	11.242392
chr15:70053027-70053516	2.778099	3.336562	2.148972	2.494888	5.230455	6.134969
chr15:70098695-70098844	2.912498	4.003297	3.071323	3.221476	3.613836	4.793864
chr15:70150094-70150295	4.693513	2.531204	1.602159	2.786070	2.009185	2.132196
chr15:70315521-70315840	3.075649	3.079800	2.497211	2.507837	3.858211	5.501887
chr15:70388504-70388676	4.278192	3.875969	3.251872	2.674418	9.838998	7.475083
chr15:70389965-70390671	3.607889	4.572338	2.856869	2.237960	9.424712	13.412731
chr15:70391653-70392187	6.571974	7.162100	4.919698	4.007491	13.360703	18.764811
chr15:70535660-70535802	0.265745	1.235483	2.148484	0.985915	0.406284	0.431158
chr15:70550956-70551558	2.068576	2.273125	2.364998	1.993356	2.970866	3.661265
chr15:70592883-70593291	2.543470	2.106983	1.910934	2.009804	1.414027	3.301320
chr15:70717247-70717857	4.206619	4.199022	3.278688	3.114754	4.602774	7.193041
chr15:70740354-70740729	2.465409	1.871345	0.813559	1.226667	2.923077	1.741497
chr15:70784539-70785414	3.212938	2.726817	1.995157	2.057143	4.417583	4.781341
chr15:70820680-70820828	2.549720	4.030346	2.404947	1.756757	4.028067	2.344181
chr15:70827720-70828250	1.815593	2.515723	1.087304	0.792453	1.523948	1.655757
chr15:70877527-70877777	0.528302	1.473684	0.813559	2.080000	1.692308	4.000000
chr15:70964649-70964805	2.177068	3.598740	2.824859	1.410256	4.807692	3.663004
chr15:71146443-71146641	1.238803	2.303739	1.027221	1.010101	3.690754	4.741291
chr15:72409798-72411006	5.357367	6.172302	5.261534	4.172185	10.108890	17.401001
chr15:72460807-72461060	4.549183	3.813883	2.210759	2.845850	4.028580	2.097282
chr15:72520841-72521123	3.613007	4.852557	3.245582	2.482270	11.593017	9.986974
chr15:72522565-72524094	3.035650	3.706126	3.026238	2.773054	9.797756	15.349501
chr15:72529886-72530058	2.084247	3.365973	2.857706	1.744186	2.571556	1.898434
chr15:72564675-72565373	8.136455	8.168703	6.192026	5.988538	13.940929	21.197592
chr15:72598838-72599005	2.146650	2.101061	2.232823	1.197605	2.763703	3.421728
chr15:72612232-72612812	2.797658	2.782819	2.396260	1.344828	4.144562	6.896552
chr15:72658261-72658718	2.766195	3.301470	2.521975	2.844639	5.091735	3.393918
chr15:72668047-72668858	2.163646	1.968547	1.922715	1.652281	3.509438	4.227585
chr15:72754382-72754589	1.093793	1.271294	1.146320	0.869565	2.415459	1.676033
chr15:72766007-72767048	3.896834	3.572813	3.060942	2.747358	9.957142	13.958322
chr15:72767305-72767595	2.667534	2.722323	3.623612	2.000000	7.029178	7.600281
chr15:72827004-72827156	2.855015	1.500462	1.672614	0.657895	2.909919	4.296455
chr15:72908037-72908418	1.733274	3.177234	2.179812	1.417323	3.028468	3.267449
chr15:72946731-72947097	2.577585	1.869428	2.593313	1.475410	4.781421	7.862161
chr15:72963039-72963408	3.221353	3.946180	2.572229	1.897019	5.889097	6.470881
chr15:72977935-72979137	1.648196	2.495840	1.452382	1.214642	3.935748	4.176712
chr15:73075681-73076763	3.906114	4.021143	3.649864	3.142329	7.535902	10.788789
chr15:73089220-73089805	1.257862	1.649423	1.477618	1.401709	2.498357	2.372231
chr15:73343970-73345388	2.847486	3.872516	2.785016	2.369534	5.872301	8.980742
chr15:73806083-73806425	2.096436	2.462296	1.685003	1.461988	2.699055	1.312806
chr15:73848279-73848580	2.381997	3.205689	1.182499	1.794020	2.108357	2.779850
chr15:73925425-73926095	5.435088	5.865409	5.388312	3.940299	13.346727	19.585743
chr15:73989330-73989836	3.020360	3.571181	2.981175	2.924901	2.812405	4.960878
chr15:74158124-74158452	2.128394	3.209242	2.170318	1.341463	3.048780	1.866600
chr15:74163173-74163602	4.046268	2.985319	1.540832	0.932401	1.703425	1.522287
chr15:74220064-74220386	3.164186	3.595946	2.579219	1.490683	3.762542	3.739384
chr15:74251529-74251904	2.264151	1.590643	1.446328	1.280000	3.333333	2.122449
chr15:74257206-74257695	2.199329	1.650343	1.663720	1.635992	3.460752	4.256917
chr15:74258132-74258749	1.376105	1.620746	1.181221	0.680713	1.309064	2.381504
chr15:74265411-74265785	1.513470	1.594896	1.223602	0.962567	1.542575	3.874277
chr15:74266625-74267064	0.644690	0.759301	0.810779	1.093394	2.409322	3.393613
chr15:74284332-74284966	3.987858	4.593503	3.662514	2.460568	8.584082	12.392970
chr15:74286841-74287212	6.102833	7.235069	5.390836	4.743936	11.300021	15.567414
chr15:74340760-74341073	3.978540	3.475142	3.357340	1.916933	4.730892	7.302602
chr15:74346483-74346643	4.481133	2.521930	3.707627	3.250000	5.649039	8.290816
chr15:74358246-74358555	2.503511	2.611707	1.755252	1.941748	1.431417	4.689255
chr15:74372975-74373167	0.884434	1.005117	2.824859	0.416667	1.101763	1.062925
chr15:74374891-74375100	4.965243	3.609502	3.406050	1.913875	5.520795	12.498779
chr15:74392422-74392643	1.878255	2.063983	1.227088	1.719457	3.654716	4.063164
chr15:74419851-74420248	1.140630	1.237350	1.408872	1.309824	2.712652	4.934971
chr15:74583524-74584086	3.726583	2.871948	2.834912	2.064057	4.687928	6.463796
chr15:74666087-74667128	3.099342	3.269461	2.930689	2.920269	5.837582	9.312082
chr15:74692192-74693110	2.980228	2.560869	2.510986	2.135076	4.587732	4.446223
chr15:74693276-74693461	1.223865	2.939782	2.198809	1.189189	4.573805	2.426917
chr15:74695182-74695666	3.352565	2.646078	2.276229	2.148760	4.410363	2.572103
chr15:74725833-74726613	3.096275	3.958615	3.020426	2.538461	8.727811	11.250655
chr15:74753262-74753854	3.346507	4.326695	3.092075	3.445946	8.900727	13.892719
chr15:74782234-74782792	2.603638	3.332704	2.156613	1.326165	4.170113	5.412918
chr15:74832991-74833975	3.777420	3.779775	2.928207	3.211382	8.169168	14.870583
chr15:74838525-74838963	4.049281	5.767844	4.334030	2.694064	6.366351	7.967571
chr15:74890520-74890995	2.105263	1.440443	1.498662	1.936842	3.117409	5.069818
chr15:74906979-74907429	4.318658	5.575049	4.896422	3.466667	8.034188	11.927438
chr15:74907742-74908544	4.422905	4.396903	3.825183	3.216958	9.975062	13.359458
chr15:74988145-74988819	2.155535	1.717945	1.961475	1.335312	4.964620	6.721976
chr15:75018263-75018399	2.358490	2.192982	2.243270	1.911765	4.807692	2.701080
chr15:75054793-75054995	3.456006	2.518673	1.426414	1.683168	1.523229	1.212366
chr15:75063372-75063778	1.487127	1.987728	1.461134	1.083744	2.084123	3.669448
chr15:75073459-75074839	2.515723	2.962116	2.038811	2.000000	5.908584	7.409050
chr15:75079867-75080565	5.541439	5.102297	4.832208	4.412607	11.984791	15.028361
chr15:75118785-75118934	4.052172	3.414577	2.957570	2.550335	6.066082	6.163539
chr15:75135050-75135905	3.663246	4.883554	3.548419	3.064327	7.534863	11.361737
chr15:75165251-75166014	5.366107	5.679336	4.331697	3.669725	12.324830	16.075106
chr15:75182088-75182692	2.092965	2.585105	1.964306	1.589404	4.839531	5.744020
chr15:75198631-75199511	1.886792	1.754386	1.540832	1.750000	3.889860	4.707792
chr15:75229957-75230674	2.947291	3.401111	2.836678	3.012552	7.858599	11.840720
chr15:75287577-75288154	3.531605	3.314178	2.937461	2.287695	6.165844	8.736250
chr15:75315784-75316209	3.418424	3.880289	3.150548	3.388235	10.769231	10.948379
chr15:75400794-75401549	2.524054	3.090508	2.828600	1.721854	3.031075	3.108528
chr15:75437647-75437839	2.653302	1.644737	2.118644	1.354167	1.402244	1.594388
chr15:75445738-75446006	1.971276	1.767478	1.517835	1.492537	2.439724	2.741395
chr15:75490951-75491365	5.149941	4.661412	3.234258	3.623188	9.661836	18.042000
chr15:75494057-75495180	3.981922	4.343003	3.395867	3.633126	8.202617	11.721519
chr15:75550724-75550908	4.409352	4.385965	3.224024	2.717391	6.375418	10.314996
chr15:75566882-75567363	2.000549	3.063792	1.761866	1.995842	2.598752	3.606432
chr15:75574935-75575072	3.029886	3.841721	1.855747	2.773723	5.334082	8.788918
chr15:75591407-75591803	3.382886	3.012582	2.054443	1.414141	2.670940	3.710575
chr15:75628115-75628572	2.559762	2.341741	1.891481	2.013129	2.777310	4.376368
chr15:75642186-75642567	4.159857	3.683750	2.535700	3.779527	6.410256	5.945685
chr15:75660139-75661026	3.850163	3.026167	2.484092	2.593010	7.544879	12.746473
chr15:75743049-75743583	11.765954	13.404298	9.902876	7.003746	20.599251	32.332035
chr15:75743821-75744659	11.617958	13.566135	10.153311	7.899761	22.833670	37.333786
chr15:75746254-75747065	12.028011	12.005970	7.649063	8.162763	20.938063	37.217850
chr15:75871062-75871977	1.917723	2.109098	1.500417	1.311475	4.770912	4.371584
chr15:75899071-75899667	2.564265	2.178264	2.275054	1.543624	1.806918	1.986029
chr15:75917486-75918552	2.955857	3.472565	2.051070	2.213884	7.053688	8.978826
chr15:75932173-75933364	4.277363	3.977197	3.059671	2.989085	7.976490	11.703422
chr15:75939798-75940167	1.738508	1.996862	1.929172	1.788618	4.273504	2.931254
chr15:76030828-76031393	3.706796	3.415619	2.519874	1.911504	4.118448	4.551201
chr15:76050759-76051160	2.117348	2.450015	1.014413	1.795511	4.076348	4.529492
chr15:76094520-76094684	4.371836	3.423192	1.653576	2.682927	4.104127	7.466401
chr15:76135290-76136724	2.789400	2.544716	2.092050	1.729428	5.136251	5.351095
chr15:76196004-76196862	2.067115	2.208318	2.014934	1.911422	4.751659	5.042576
chr15:76351919-76352194	0.891938	0.893142	0.862866	0.800000	2.657343	3.191095
chr15:76357816-76357955	2.850550	1.262148	0.609682	1.151079	3.873824	3.523712
chr15:76443427-76443686	2.039776	2.032107	2.094104	2.007722	2.598752	2.600268
chr15:76483218-76483580	2.501824	1.647766	1.123701	1.436464	3.453039	3.777202
chr15:76603404-76604104	2.560647	2.531328	1.670702	2.000000	6.181319	8.221575
chr15:76628570-76629213	4.988410	5.784289	4.507473	3.110420	9.690154	14.282540
chr15:76845885-76846123	1.506263	2.137697	0.783364	2.016807	2.181642	2.229463
chr15:77111447-77111632	1.223865	0.758653	0.458085	1.837838	3.534304	3.861004
chr15:77111694-77111909	0.263273	0.897593	0.945999	0.930233	1.252236	2.373042
chr15:77197253-77198024	3.523970	3.891050	2.923784	2.697795	7.383018	11.381984
chr15:77223724-77224569	5.559897	6.145541	4.653495	5.562130	12.266726	19.780218
chr15:77287386-77287967	2.175819	3.261165	2.129584	2.237522	2.052165	2.212934
chr15:77295465-77295808	3.080478	1.892486	2.075407	1.399417	1.794124	1.725472
chr15:77295883-77296288	2.562311	2.295863	0.962544	1.283951	1.756885	1.511716
chr15:77314292-77314505	3.986181	2.635697	2.307631	2.441315	1.895991	2.874389
chr15:77323604-77323805	2.628368	1.920223	1.686483	1.791045	2.774588	1.319931
chr15:77363057-77363763	3.848415	3.677750	4.417343	3.002833	10.214644	12.661156
chr15:77376184-77376645	5.116032	4.909236	4.007500	2.733189	6.674453	8.721059
chr15:77411355-77411547	2.456761	1.187865	1.324153	1.041667	1.702724	1.488095
chr15:77448268-77448643	2.364780	3.695906	2.440678	2.346667	5.179487	4.190476
chr15:77456223-77456452	2.471781	3.141040	2.812523	0.698690	3.191132	1.158542
chr15:77471906-77472054	0.892402	1.066856	0.343564	1.081081	2.598752	3.033646
chr15:77711998-77713514	3.696421	4.490117	3.219892	2.955145	8.499086	12.331053
chr15:77749832-77750220	2.091033	3.165129	2.271536	1.494845	2.329500	2.156533
chr15:77835712-77836117	1.677149	1.949318	1.213643	1.037037	2.041785	4.635929
